,Hour,TARGET,DHI,DNI,WS,RH,T
212,10,11.35685362,118,8,4.5,56.34,-10.1
213,10,15.111185399999998,146,38,4.6,56.34,-10.1
214,11,7.696388597,82,1,4.7,53.32,-10.2
215,11,13.51560924,137,15,4.9,53.32,-10.2
216,12,17.83309553,169,45,5.0,51.12,-10.2
217,12,9.010425965,96,1,4.9,51.93,-10.4
218,13,11.63849245,108,36,4.8,51.32,-10.6
219,13,15.95603278,143,66,4.8,52.21,-10.8
220,14,11.35696594,108,35,4.8,52.28,-11.0
221,14,16.14382177,101,221,4.7,53.19,-11.2
222,15,6.66404142,65,23,4.7,53.63,-11.5
223,15,3.754406035,38,8,4.6,55.37,-11.9
224,16,2.628095776,27,10,4.5,55.56,-12.3
225,16,0.844745071,9,4,4.5,55.56,-12.3
226,17,0.0,0,0,1.7,60.56,-5.7
227,17,0.0,0,0,1.5,62.44,-6.1
228,18,0.0,0,0,1.2,63.32,-6.5
229,18,0.0,0,0,1.2,64.79,-6.8
230,19,0.0,0,0,1.2,65.4,-7.1
231,19,0.0,0,0,1.3,65.9,-7.2
232,20,0.0,0,0,1.3,66.06,-7.4
233,20,0.0,0,0,1.1,67.09,-7.6
234,21,0.0,0,0,0.9,67.16,-7.8
235,21,0.0,0,0,0.8,68.74,-8.1
236,22,0.0,0,0,0.7,68.71,-8.5
237,22,0.0,0,0,0.6,69.79,-8.7
238,23,0.0,0,0,0.5,67.91,-9.0
239,23,0.0,0,0,0.4,68.98,-9.2
240,0,0.0,0,0,1.8,57.06,-15.6
241,0,0.0,0,0,1.5,57.06,-15.6
242,1,0.0,0,0,1.3,56.57,-15.5
243,1,0.0,0,0,1.0,56.11,-15.4
244,2,0.0,0,0,0.8,56.21,-15.3
245,2,0.0,0,0,0.7,56.21,-15.3
246,3,0.0,0,0,0.6,55.99,-15.2
247,3,0.0,0,0,0.7,55.46,-15.1
248,4,0.0,0,0,0.9,55.22,-15.0
249,4,0.0,0,0,1.0,54.32,-14.8
250,5,0.0,0,0,1.1,54.93,-14.6
251,5,0.0,0,0,1.2,53.59,-14.3
252,6,0.0,0,0,1.2,54.41,-14.1
253,6,0.0,0,0,1.2,53.53,-13.9
254,7,0.0,0,0,1.2,52.97,-13.6
255,7,0.844751568,8,48,1.4,50.45,-13.0
256,8,5.631639992999999,32,289,1.7,50.79,-12.4
257,8,11.45085033,52,408,1.7,46.13,-11.2
258,9,18.30236741,64,538,1.8,47.16,-10.1
259,9,25.43523443,70,659,1.6,42.53,-8.8
260,10,32.84942839,67,789,1.4,43.89,-7.4
261,10,34.44451783,87,699,1.1,40.03,-6.2
262,11,35.28874093,124,583,0.9,40.88,-5.0
263,11,40.26259778,106,714,1.0,38.49,-4.2
264,12,43.64089364,102,789,1.2,38.8,-3.4
265,12,48.42710136,64,993,1.4,37.66,-3.0
266,13,46.4560778,62,986,1.5,38.33,-2.7
267,13,42.98360329,59,970,1.7,38.33,-2.7
268,14,38.29107018,56,946,1.8,38.9,-2.7
269,14,32.37865638,53,909,2.0,40.37,-3.2
270,15,25.43383691,47,854,2.1,41.8,-3.8
271,15,17.73830147,40,769,2.0,47.15,-5.4
272,16,9.854785198,30,629,1.8,48.23,-7.0
273,16,2.815652914,18,310,1.8,48.23,-7.0
274,17,0.0,0,0,1.4,53.87,-9.6
275,17,0.0,0,0,1.3,56.93,-10.3
276,18,0.0,0,0,1.1,57.77,-11.0
277,18,0.0,0,0,1.3,59.17,-11.3
278,19,0.0,0,0,1.5,59.61,-11.6
279,19,0.0,0,0,1.6,59.13,-11.5
280,20,0.0,0,0,1.7,58.56,-11.4
281,20,0.0,0,0,1.7,58.56,-11.4
282,21,0.0,0,0,1.8,58.17,-11.4
283,21,0.0,0,0,1.8,58.17,-11.4
284,22,0.0,0,0,1.8,57.15,-11.3
285,22,0.0,0,0,1.8,57.15,-11.3
286,23,0.0,0,0,1.8,55.81,-11.2
287,23,0.0,0,0,1.7,54.92,-11.0
288,0,0.0,0,0,1.7,52.4,-10.7
289,0,0.0,0,0,1.7,51.58,-10.5
290,1,0.0,0,0,1.7,49.37,-10.3
291,1,0.0,0,0,1.7,48.59,-10.1
292,2,0.0,0,0,1.7,47.31,-10.0
293,2,0.0,0,0,1.6,46.57,-9.8
294,3,0.0,0,0,1.6,45.08,-9.6
295,3,0.0,0,0,1.6,44.38,-9.4
296,4,0.0,0,0,1.6,42.89,-9.2
297,4,0.0,0,0,1.5,42.22,-9.0
298,5,0.0,0,0,1.5,40.64,-8.8
299,5,0.0,0,0,1.5,40.01,-8.6
300,6,0.0,0,0,1.5,38.75,-8.4
301,6,0.0,0,0,1.4,37.9,-8.1
302,7,0.0,0,0,1.4,36.53,-7.7
303,7,1.407820269,12,199,1.3,33.56,-6.6
304,8,7.508275754,24,586,1.1,35.87,-5.4
305,8,15.76704987,33,784,1.3,31.09,-3.5
306,9,23.55620557,38,874,1.5,32.17,-1.5
307,9,30.78213765,43,932,1.2,29.04,-0.1
308,10,37.069382,47,971,1.0,25.24,1.3
309,10,42.2304774,50,997,0.7,23.5,2.3
310,11,46.17153193,54,1013,0.5,21.91,3.2
311,11,48.61122381,55,1023,0.6,21.13,3.7
312,12,49.54939214,55,1027,0.7,21.65,4.2
313,12,49.08006653,54,1026,0.9,21.35,4.4
314,13,47.10930463,53,1018,1.1,22.14,4.5
315,13,43.73099618,52,1003,1.2,22.3,4.4
316,14,39.03891502,50,980,1.2,23.35,4.2
317,14,33.03325483,46,946,0.9,24.87,3.3
318,15,26.08899314,41,896,0.7,34.82,2.5
319,15,18.39390098,35,819,0.6,37.66,1.4
320,16,10.41706861,27,691,0.5,27.81,0.4
321,16,3.003118878,17,362,0.5,27.81,0.4
322,17,0.0,0,0,0.6,28.14,-1.2
323,17,0.0,0,0,0.9,30.29,-2.2
324,18,0.0,0,0,1.2,34.56,-3.2
325,18,0.0,0,0,1.3,36.73,-4.0
326,19,0.0,0,0,1.5,41.92,-4.9
327,19,0.0,0,0,1.5,42.88,-5.2
328,20,0.0,0,0,1.6,45.58,-5.4
329,20,0.0,0,0,1.7,45.58,-5.4
330,21,0.0,0,0,1.8,44.37,-5.4
331,21,0.0,0,0,1.7,43.65,-5.2
332,22,0.0,0,0,1.5,40.62,-4.9
333,22,0.0,0,0,1.5,40.62,-4.9
334,23,0.0,0,0,1.5,39.21,-4.9
335,23,0.0,0,0,1.5,39.5,-5.0
0,0,0.0,0,0,1.8,66.93,-7.9
1,0,0.0,0,0,1.9,67.45,-8.0
2,1,0.0,0,0,2.0,65.33,-8.2
3,1,0.0,0,0,2.1,65.33,-8.2
4,2,0.0,0,0,2.1,62.34,-8.2
5,2,0.0,0,0,2.1,62.75,-8.3
6,3,0.0,0,0,2.2,59.53,-8.5
7,3,0.0,0,0,2.3,59.07,-8.4
8,4,0.0,0,0,2.5,55.26,-8.4
9,4,0.0,0,0,2.5,55.33,-8.4
10,5,0.0,0,0,2.5,51.94,-8.4
11,5,0.0,0,0,2.5,52.35,-8.5
12,6,0.0,0,0,2.4,49.79,-8.7
13,6,0.0,0,0,2.6,49.02,-8.5
14,7,0.0,0,0,2.9,46.17,-8.3
15,7,1.689382466,14,218,3.1,40.18,-6.5
16,8,6.851248922000001,29,429,3.4,40.36,-4.7
17,8,13.79600186,46,558,3.3,33.99,-2.4
18,9,21.20966693,53,679,3.2,40.02,-0.2
19,9,27.87245204,55,760,2.8,36.17,1.2
20,10,35.19194847,61,838,2.4,37.52,2.6
21,10,44.57607614,60,990,2.1,35.46,3.4
22,11,49.174072,68,1007,1.9,32.61,4.1
23,11,50.48760565,84,956,1.8,31.49,4.6
24,12,51.89502451,82,971,1.7,29.48,5.0
25,12,50.67501344,89,932,1.6,29.28,5.1
26,13,49.54879312,83,949,1.5,28.34,5.3
27,13,47.95357754,68,1000,1.4,28.74,5.1
28,14,44.19992141,59,1016,1.3,31.6,5.0
29,14,38.19428113,55,986,1.0,33.18,4.3
30,15,31.06238433,50,941,0.7,41.2,3.7
31,15,22.99209827,43,874,0.7,44.84,2.5
32,16,14.45235077,35,765,0.7,30.39,1.4
33,16,5.818478882000001,25,498,0.7,30.39,1.4
34,17,0.563093453,7,94,1.0,31.34,-1.0
35,17,0.0,0,0,1.2,33.73,-2.0
36,18,0.0,0,0,1.4,37.91,-3.0
37,18,0.0,0,0,1.6,40.54,-3.9
38,19,0.0,0,0,1.7,43.43,-4.7
39,19,0.0,0,0,1.7,45.1,-5.2
40,20,0.0,0,0,1.8,45.39,-5.6
41,20,0.0,0,0,1.8,46.38,-5.9
42,21,0.0,0,0,1.8,44.89,-6.1
43,21,0.0,0,0,1.8,45.58,-6.3
44,22,0.0,0,0,1.9,43.34,-6.4
45,22,0.0,0,0,1.9,44.0,-6.6
46,23,0.0,0,0,1.9,41.73,-6.7
47,23,0.0,0,0,2.0,42.0,-6.8
48,0,0.0,0,0,2.0,40.35,-7.0
49,0,0.0,0,0,2.1,40.66,-7.1
50,1,0.0,0,0,2.1,39.36,-7.2
51,1,0.0,0,0,2.1,39.06,-7.1
52,2,0.0,0,0,2.2,39.12,-7.0
53,2,0.0,0,0,2.3,38.52,-6.8
54,3,0.0,0,0,2.3,40.35,-6.5
55,3,0.0,0,0,2.4,39.44,-6.2
56,4,0.0,0,0,2.4,43.91,-6.0
57,4,0.0,0,0,2.5,42.92,-5.7
58,5,0.0,0,0,2.5,49.1,-5.5
59,5,0.0,0,0,2.5,48.0,-5.2
60,6,0.0,0,0,2.5,54.83,-4.9
61,6,0.0,0,0,2.6,52.8,-4.4
62,7,0.0,0,0,2.6,58.82,-3.8
63,7,1.313900607,11,125,3.0,51.84,-2.1
64,8,6.944781096,31,421,3.3,56.64,-0.5
65,8,13.88931796,41,583,3.3,50.45,1.1
66,9,20.27056232,57,620,3.2,54.12,2.6
67,9,27.30856185,71,686,2.8,49.38,3.9
68,10,33.68946265,67,775,2.4,49.55,5.2
69,10,42.41639692,61,927,2.1,46.56,6.1
70,11,47.38953223,64,968,1.7,44.29,7.0
71,11,49.92301051,66,975,1.6,43.04,7.4
72,12,51.14265265,67,978,1.4,41.79,7.9
73,12,50.86107756,68,975,1.3,41.51,8.0
74,13,46.63824311,80,882,1.1,41.89,8.1
75,13,42.60319043,72,856,1.0,42.17,8.0
76,14,37.34825344,75,790,0.9,44.33,7.8
77,14,31.71817722,71,742,0.9,47.13,6.9
78,15,27.40177326,59,772,0.8,55.33,6.0
79,15,18.58100163,50,632,1.0,62.26,4.3
80,16,11.16756604,42,486,1.2,57.53,2.7
81,16,4.598409547,27,287,1.2,57.53,2.7
82,17,0.469236293,5,49,1.3,59.28,0.6
83,17,0.0,0,0,1.4,61.46,0.1
84,18,0.0,0,0,1.4,61.65,-0.5
85,18,0.0,0,0,1.5,63.01,-0.8
86,19,0.0,0,0,1.5,61.98,-1.0
87,19,0.0,0,0,1.6,62.43,-1.1
88,20,0.0,0,0,1.6,62.03,-1.2
89,20,0.0,0,0,1.6,61.57,-1.1
90,21,0.0,0,0,1.5,61.47,-1.0
91,21,0.0,0,0,1.5,61.02,-0.9
92,22,0.0,0,0,1.4,61.2,-0.8
93,22,0.0,0,0,1.4,60.31,-0.6
94,23,0.0,0,0,1.4,61.87,-0.4
95,23,0.0,0,0,1.5,60.46,-0.1
96,0,0.0,0,0,1.5,63.09,0.1
97,0,0.0,0,0,1.5,62.64,0.2
98,1,0.0,0,0,1.6,64.67,0.3
99,1,0.0,0,0,1.5,64.59,0.3
100,2,0.0,0,0,1.5,66.15,0.3
101,2,0.0,0,0,1.5,66.63,0.2
102,3,0.0,0,0,1.4,67.37,0.1
103,3,0.0,0,0,1.4,67.37,0.1
104,4,0.0,0,0,1.4,67.8,0.0
105,4,0.0,0,0,1.5,67.31,0.1
106,5,0.0,0,0,1.5,67.42,0.2
107,5,0.0,0,0,1.5,67.02,0.3
108,6,0.0,0,0,1.6,67.68,0.4
109,6,0.0,0,0,1.6,66.71,0.6
110,7,0.0,0,0,1.6,67.01,0.7
111,7,1.126159678,10,75,1.6,64.64,1.2
112,8,6.006145346,36,272,1.7,65.35,1.8
113,8,12.19987547,57,397,1.7,61.74,2.6
114,9,19.42580611,71,526,1.7,62.66,3.3
115,9,28.71625123,64,749,1.8,60.5,3.8
116,10,36.22356884,60,861,1.8,59.77,4.3
117,10,42.04172366,59,918,2.0,58.53,4.6
118,11,46.17066929,64,935,2.2,56.74,4.9
119,11,49.07963501,66,950,2.4,55.57,5.2
120,12,51.33168610000001,65,982,2.5,53.82,5.5
121,12,50.01778529,66,954,2.6,53.08,5.7
122,13,47.01473799,69,908,2.6,52.24,5.9
123,13,41.66575582,80,810,2.4,52.24,5.9
124,14,36.78602305,81,755,2.2,53.47,5.8
125,14,32.37570303,67,764,1.8,56.2,5.1
126,15,27.21456844,57,763,1.4,59.36,4.4
127,15,21.11502985,47,750,1.4,64.58,3.2
128,16,11.4491894,47,462,1.3,64.14,2.0
129,16,4.129215849,30,179,1.3,64.14,2.0
130,17,0.375388622,4,10,1.3,66.0,0.7
131,17,0.0,0,0,1.4,67.04,0.5
132,18,0.0,0,0,1.4,65.92,0.4
133,18,0.0,0,0,1.5,66.96,0.2
134,19,0.0,0,0,1.6,65.69,0.1
135,19,0.0,0,0,1.8,66.65,-0.1
136,20,0.0,0,0,1.9,65.58,-0.3
137,20,0.0,0,0,2.0,67.02,-0.6
138,21,0.0,0,0,2.0,65.31,-0.9
139,21,0.0,0,0,2.1,66.28,-1.1
140,22,0.0,0,0,2.2,63.87,-1.3
141,22,0.0,0,0,2.2,64.82,-1.5
142,23,0.0,0,0,2.3,63.04,-1.7
143,23,0.0,0,0,2.3,63.9,-1.9
144,0,0.0,0,0,2.3,62.8,-2.1
145,0,0.0,0,0,2.2,63.27,-2.2
146,1,0.0,0,0,2.2,62.27,-2.3
147,1,0.0,0,0,2.2,61.81,-2.2
148,2,0.0,0,0,2.1,60.31,-2.1
149,2,0.0,0,0,2.0,60.76,-2.2
150,3,0.0,0,0,2.0,59.66,-2.2
151,3,0.0,0,0,1.9,59.66,-2.2
152,4,0.0,0,0,1.9,59.36,-2.3
153,4,0.0,0,0,1.9,59.36,-2.3
154,5,0.0,0,0,1.9,59.2,-2.3
155,5,0.0,0,0,1.8,59.2,-2.3
156,6,0.0,0,0,1.8,59.53,-2.3
157,6,0.0,0,0,1.7,58.66,-2.1
158,7,0.0,0,0,1.7,58.54,-1.8
159,7,1.876959613,15,229,1.9,51.7,-0.1
160,8,8.540006684,28,591,2.2,52.93,1.6
161,8,16.51670003,37,744,2.7,48.31,2.9
162,9,22.24089589,53,710,3.1,46.87,4.3
163,9,26.08819032,84,596,3.1,43.71,5.3
164,10,33.31368984,80,723,3.0,42.53,6.3
165,10,41.6652063,69,880,2.9,40.21,7.1
166,11,44.29240107,76,860,2.8,38.51,7.8
167,11,46.63808933,77,868,2.7,36.93,8.4
168,12,48.32692961,80,880,2.7,35.5,8.9
169,12,50.76656837,67,962,2.7,34.79,9.2
170,13,49.64039858,62,976,2.6,35.57,9.4
171,13,45.60545698,61,939,2.5,36.05,9.2
172,14,40.25680155,61,886,2.3,43.68,8.9
173,14,34.62682218,55,856,2.0,46.42,8.0
174,15,27.11989051,54,761,1.7,48.85,7.2
175,15,21.30211028,44,760,1.5,53.78,5.8
176,16,13.41959754,39,631,1.3,53.7,4.4
177,16,5.536757027999999,26,387,1.3,53.7,4.4
178,17,0.563068081,6,66,1.3,55.47,3.1
179,17,0.0,0,0,1.3,56.66,2.8
180,18,0.0,0,0,1.4,57.0,2.6
181,18,0.0,0,0,1.5,59.49,2.0
182,19,0.0,0,0,1.6,60.57,1.4
183,19,0.0,0,0,1.7,61.44,1.2
184,20,0.0,0,0,1.8,62.81,0.9
185,20,0.0,0,0,1.9,62.36,1.0
186,21,0.0,0,0,2.1,63.24,1.1
187,21,0.0,0,0,2.1,63.24,1.1
188,22,0.0,0,0,2.2,64.03,1.0
189,22,0.0,0,0,2.2,64.49,0.9
190,23,0.0,0,0,2.2,65.24,0.7
191,23,0.0,0,0,2.2,65.71,0.6
192,0,0.0,0,0,2.3,65.99,0.4
193,0,0.0,0,0,2.2,66.47,0.3
194,1,0.0,0,0,2.1,66.24,0.1
195,1,0.0,0,0,2.1,66.24,0.1
196,2,0.0,0,0,2.0,64.76,0.0
197,2,0.0,0,0,1.9,65.63,-0.2
198,3,0.0,0,0,1.8,63.99,-0.4
199,3,0.0,0,0,1.6,64.93,-0.6
200,4,0.0,0,0,1.4,64.09,-0.8
201,4,0.0,0,0,1.2,63.62,-0.7
202,5,0.0,0,0,1.0,63.51,-0.6
203,5,0.0,0,0,0.7,61.69,-0.2
204,6,0.0,0,0,0.5,63.12,0.2
205,6,0.0,0,0,0.6,62.29,0.4
206,7,0.0,0,0,0.7,65.48,0.5
207,7,0.750778895,8,0,0.9,65.56,0.5
208,8,3.003115578,32,0,1.1,70.26,0.5
209,8,5.349293744,57,0,1.7,69.85,0.6
210,9,7.883161065,84,0,2.3,72.84,0.7
211,9,9.947798487,106,1,3.0,72.84,0.7
212,10,12.95089323,135,9,3.7,73.25,0.8
213,10,15.29706954,156,16,4.3,73.25,0.8
214,11,17.17399172,174,20,4.9,70.68,0.9
215,11,19.70785935,194,32,5.3,70.68,0.9
216,12,22.9924773,217,56,5.6,67.31,1.0
217,12,24.49402684,225,73,5.7,67.31,1.0
218,13,24.40015318,218,87,5.9,65.16,1.1
219,13,30.50019147,185,308,5.7,65.25,1.1
220,14,28.06020699,168,312,5.5,64.04,1.0
221,14,25.4325512,145,339,5.0,65.05,0.8
222,15,15.57864494,121,143,4.4,64.77,0.6
223,15,13.60795719,96,200,3.7,68.22,-0.1
224,16,8.446383233999999,64,156,3.0,67.78,-0.8
225,16,3.566250699,32,65,3.0,67.78,-0.8
226,17,0.469252795,5,2,2.2,70.11,-2.6
227,17,0.0,0,0,2.0,72.85,-3.1
228,18,0.0,0,0,1.8,70.9,-3.6
229,18,0.0,0,0,1.7,72.6,-3.9
230,19,0.0,0,0,1.6,70.37,-4.1
231,19,0.0,0,0,1.6,71.44,-4.3
232,20,0.0,0,0,1.6,69.58,-4.5
233,20,0.0,0,0,1.6,69.58,-4.5
234,21,0.0,0,0,1.7,66.9,-4.6
235,21,0.0,0,0,1.8,67.41,-4.7
236,22,0.0,0,0,1.9,65.41,-4.9
237,22,0.0,0,0,2.1,65.5,-4.9
238,23,0.0,0,0,2.2,63.39,-4.9
239,23,0.0,0,0,2.4,63.87,-5.0
240,0,0.0,0,0,2.5,62.34,-5.2
241,0,0.0,0,0,2.7,62.81,-5.3
242,1,0.0,0,0,2.8,61.26,-5.5
243,1,0.0,0,0,2.7,62.2,-5.7
244,2,0.0,0,0,2.7,60.43,-5.9
245,2,0.0,0,0,2.7,61.36,-6.1
246,3,0.0,0,0,2.7,59.59,-6.3
247,3,0.0,0,0,2.7,60.04,-6.4
248,4,0.0,0,0,2.8,58.02,-6.5
249,4,0.0,0,0,2.7,58.92,-6.7
250,5,0.0,0,0,2.7,57.15,-6.8
251,5,0.0,0,0,2.7,58.03,-7.0
252,6,0.0,0,0,2.6,56.64,-7.1
253,6,0.0,0,0,2.7,56.2,-7.0
254,7,0.0,0,0,2.7,55.09,-6.8
255,7,2.064773563,15,267,3.2,49.13,-5.3
256,8,9.197476079,27,650,3.7,49.92,-3.8
257,8,17.36225803,34,794,3.7,44.0,-2.1
258,9,25.33903831,40,871,3.8,45.63,-0.4
259,9,32.65873834,45,920,3.9,41.53,0.9
260,10,39.03973022,49,951,4.0,41.43,2.3
261,10,44.38863132,57,964,4.1,39.7,2.9
262,11,48.51743307,66,968,4.2,41.02,3.6
263,11,49.17423414,85,897,4.3,40.44,3.8
264,12,52.36475607,71,974,4.4,42.72,4.1
265,12,52.17712611,71,973,4.2,43.02,4.0
266,13,49.73724322,71,946,4.0,45.99,3.9
267,13,41.47907514,105,734,3.7,46.64,3.7
268,14,25.24410801,153,274,3.4,51.34,3.5
269,14,14.35823608,133,54,3.2,52.8,3.1
270,15,7.507607423,76,14,3.0,57.18,2.7
271,15,16.42305368,70,424,2.9,60.96,1.8
272,16,13.7955167,39,625,2.8,60.24,0.8
273,16,6.287752511,31,400,2.8,60.24,0.8
274,17,0.656940196,7,52,3.0,62.36,-0.7
275,17,0.0,0,0,3.0,63.36,-0.9
276,18,0.0,0,0,3.0,63.06,-1.2
277,18,0.0,0,0,3.0,63.52,-1.3
278,19,0.0,0,0,3.1,63.2,-1.4
279,19,0.0,0,0,3.3,62.74,-1.3
280,20,0.0,0,0,3.4,62.58,-1.2
281,20,0.0,0,0,3.5,62.58,-1.2
282,21,0.0,0,0,3.5,62.52,-1.1
283,21,0.0,0,0,3.4,62.98,-1.2
284,22,0.0,0,0,3.4,62.85,-1.3
285,22,0.0,0,0,3.3,62.85,-1.3
286,23,0.0,0,0,3.3,62.46,-1.4
287,23,0.0,0,0,3.3,62.46,-1.4
288,0,0.0,0,0,3.3,61.4,-1.4
289,0,0.0,0,0,3.3,60.95,-1.3
290,1,0.0,0,0,3.3,59.95,-1.3
291,1,0.0,0,0,3.3,59.52,-1.2
292,2,0.0,0,0,3.4,58.27,-1.1
293,2,0.0,0,0,3.3,57.77,-1.0
294,3,0.0,0,0,3.3,56.41,-0.8
295,3,0.0,0,0,3.2,56.41,-0.8
296,4,0.0,0,0,3.2,55.9,-0.7
297,4,0.0,0,0,3.2,55.09,-0.5
298,5,0.0,0,0,3.1,55.6,-0.4
299,5,0.0,0,0,3.0,54.8,-0.2
300,6,0.0,0,0,2.9,56.05,-0.1
301,6,0.0,0,0,2.8,55.25,0.1
302,7,0.0,0,0,2.7,56.83,0.2
303,7,1.407698051,12,92,2.6,52.5,1.3
304,8,6.663030879,36,315,2.6,55.38,2.3
305,8,16.61045364,45,686,2.5,51.23,3.4
306,9,22.99156763,54,719,2.4,53.84,4.6
307,9,31.24945424,57,834,2.2,50.58,5.5
308,10,36.87958121,65,846,2.0,48.31,6.5
309,10,36.87929748,109,654,1.8,45.99,7.2
310,11,36.59749456,150,512,1.5,45.14,7.9
311,11,46.26278332,88,822,1.2,43.88,8.3
312,12,49.26537074,77,890,0.9,42.61,8.8
313,12,51.79896144,72,956,0.7,42.33,8.9
314,13,49.17142385,70,929,0.4,43.34,9.0
315,13,44.85509497,68,885,0.5,44.82,8.5
316,14,40.16336014,65,852,0.6,55.28,8.0
317,14,34.81488407,56,834,0.7,59.18,7.0
318,15,28.3402213,57,768,0.9,59.0,5.9
319,15,19.14397813,65,552,1.0,64.12,4.7
320,16,12.19976821,50,454,1.1,58.3,3.4
321,16,5.536817879,31,298,1.1,58.3,3.4
322,17,0.8446197590000001,8,62,1.2,59.87,1.2
323,17,0.0,0,0,1.2,62.96,0.5
324,18,0.0,0,0,1.2,62.26,-0.1
325,18,0.0,0,0,1.3,64.1,-0.5
326,19,0.0,0,0,1.4,63.51,-0.9
327,19,0.0,0,0,1.7,63.43,-0.9
328,20,0.0,0,0,1.9,62.03,-1.0
329,20,0.0,0,0,2.4,61.51,-0.9
330,21,0.0,0,0,2.9,58.69,-0.8
331,21,0.0,0,0,3.3,58.62,-0.8
332,22,0.0,0,0,3.8,56.88,-0.9
333,22,0.0,0,0,4.2,56.81,-0.9
334,23,0.0,0,0,4.7,55.7,-1.0
335,23,0.0,0,0,5.0,54.42,-0.7
0,0,0.0,0,0,2.0,57.84,-9.5
1,0,0.0,0,0,2.1,58.3,-9.6
2,1,0.0,0,0,2.2,57.13,-9.8
3,1,0.0,0,0,2.1,57.58,-9.9
4,2,0.0,0,0,2.1,56.56,-10.1
5,2,0.0,0,0,2.0,57.46,-10.3
6,3,0.0,0,0,1.9,56.43,-10.4
7,3,0.0,0,0,1.9,56.88,-10.5
8,4,0.0,0,0,1.9,56.82,-10.6
9,4,0.0,0,0,1.9,57.21,-10.7
10,5,0.0,0,0,1.8,57.16,-10.8
11,5,0.0,0,0,1.8,58.08,-11.0
12,6,0.0,0,0,1.8,58.16,-11.2
13,6,0.0,0,0,1.7,55.89,-10.7
14,7,0.750866355,8,0,1.7,55.4,-10.1
15,7,3.660429235,38,5,1.5,50.81,-9.0
16,8,7.790041545,77,26,1.3,51.42,-7.8
17,8,12.57658301,118,55,1.2,48.34,-7.0
18,9,15.4859719,145,54,1.1,48.85,-6.3
19,9,10.98087742,116,2,1.3,46.25,-5.6
20,10,9.479156472,100,1,1.5,46.37,-5.0
21,10,22.618457,211,54,1.8,44.65,-4.5
22,11,31.53427301,248,148,2.0,44.9,-4.0
23,11,21.02277936,196,45,2.1,43.9,-3.7
24,12,37.07133749,286,173,2.3,44.73,-3.5
25,12,38.94836723,274,224,2.3,44.67,-3.5
26,13,32.09720866,237,171,2.4,45.63,-3.5
27,13,28.34321146,256,78,2.5,46.32,-3.7
28,14,39.41784126,206,387,2.5,47.59,-4.0
29,14,34.53768892,209,316,2.6,49.05,-4.4
30,15,30.87758044,148,407,2.7,50.76,-4.8
31,15,14.82884461,144,37,2.6,53.12,-5.4
32,16,15.01666702,106,184,2.6,54.68,-6.1
33,16,12.20104196,79,240,2.6,54.68,-6.1
34,17,6.006765821,43,171,2.1,57.33,-7.6
35,17,1.313988687,12,57,1.9,60.06,-8.2
36,18,0.0,0,0,1.7,59.46,-8.8
37,18,0.0,0,0,1.7,62.32,-9.4
38,19,0.0,0,0,1.8,60.24,-9.9
39,19,0.0,0,0,1.8,62.17,-10.3
40,20,0.0,0,0,1.9,59.71,-10.7
41,20,0.0,0,0,1.9,61.64,-11.1
42,21,0.0,0,0,2.0,58.35,-11.4
43,21,0.0,0,0,2.1,60.25,-11.8
44,22,0.0,0,0,2.1,56.88,-12.2
45,22,0.0,0,0,2.1,59.22,-12.7
46,23,0.0,0,0,2.2,55.24,-13.1
47,23,0.0,0,0,2.3,57.07,-13.5
48,0,0.0,0,0,2.4,53.17,-13.8
49,0,0.0,0,0,2.5,53.54,-13.9
50,1,0.0,0,0,2.7,50.6,-14.1
51,1,0.0,0,0,2.8,50.6,-14.1
52,2,0.0,0,0,3.0,48.58,-14.1
53,2,0.0,0,0,3.0,48.12,-14.0
54,3,0.0,0,0,3.0,47.61,-13.9
55,3,0.0,0,0,2.9,47.61,-13.9
56,4,0.0,0,0,2.8,47.86,-13.8
57,4,0.0,0,0,2.7,47.86,-13.8
58,5,0.0,0,0,2.6,47.84,-13.8
59,5,0.0,0,0,2.7,47.46,-13.7
60,6,0.0,0,0,2.9,46.3,-13.6
61,6,0.0,0,0,3.2,42.69,-12.6
62,7,1.407897622,14,44,3.6,42.67,-11.6
63,7,5.537651539,46,107,4.2,38.53,-10.3
64,8,10.60587072,86,124,4.9,37.09,-9.1
65,8,19.05283596,100,341,5.0,34.57,-8.2
66,9,35.47734367,55,851,5.2,34.11,-7.3
67,9,44.20545928,69,895,5.0,31.83,-6.4
68,10,55.09209443,69,1016,4.8,32.13,-5.6
69,10,61.66130806,74,1044,4.6,30.24,-4.8
70,11,66.25951412,75,1057,4.4,30.95,-4.0
71,11,69.45010061,77,1065,4.1,29.81,-3.5
72,12,71.04510745,78,1069,3.8,30.94,-2.9
73,12,71.04479514,79,1068,3.4,30.04,-2.5
74,13,69.44903211,79,1064,3.1,31.2,-2.1
75,13,66.16420788,77,1054,2.8,30.97,-2.0
76,14,61.09617682,74,1034,2.5,31.74,-1.8
77,14,54.90221505,70,1012,2.3,32.21,-2.0
78,15,47.48812195,66,981,2.0,33.24,-2.1
79,15,39.13572614,59,946,1.7,34.79,-2.7
80,16,29.93855865,51,892,1.3,37.49,-3.3
81,16,19.42721517,47,743,1.3,37.49,-3.3
82,17,9.197718658,36,502,0.4,44.19,-6.2
83,17,1.877101943,15,151,0.5,46.98,-7.0
84,18,0.0,0,0,0.7,45.98,-7.8
85,18,0.0,0,0,0.9,48.55,-8.5
